File	"""action"""	context	Column 1	place	toKima	place clustered	dodgy reconciliation for place	initial reconciliation for place	province	province clustered	province Qid	country	country cluster	Country Qid
Zylbercweig-Extraction2026-02-05 (7).tsv		death	6-facs_266_tr_1747929004	ניו יאָרק	ניו יאָרק	New York City	Q60	Q60						
Zylbercweig-Extraction2026-02-05 (7).tsv		death	6-facs_268_tr_1747928948	טאַרנאָפּאָל	טאַרנאָפּאָל	Ternopil	Q156743	Q156743						
Zylbercweig-Extraction2026-02-05 (7).tsv		death	6-facs_269_tr_1747928912	נחלת יצחק	נחלת יצחק	Tel-Aviv	Q33935					ארץ ישראל	Land of Israel	Q155321
Zylbercweig-Extraction2026-02-05 (7).tsv		death	6-facs_271_r_1	פאַריז	פאַריז	Paris	Q90	Q90						
Zylbercweig-Extraction2026-02-05 (7).tsv		death	6-facs_291_tr_1747928923	פאַריז	פאַריז	Paris	Q90	Q90				פֿראַנקרייך	France	Q142
Zylbercweig-Extraction2026-02-05 (7).tsv		death	6-facs_327_tr_1747930566	וואַרשע	וואַרשע	Warsaw	Q270	Q270						
Zylbercweig-Extraction2026-02-05 (7).tsv		death	6-facs_392_r	מעזשיבעזש	מעזשיבעזש	Medzhibozh	Q1111390		פּאָדאָליע	פּאָדאָליע				
Zylbercweig-Extraction2026-02-05 (7).tsv		death	6-facs_404_tr_1747930204	ניו-יאָרק	ניו-יאָרק	New York City	Q60	Q60						
Zylbercweig-Extraction2026-02-05 (7).tsv		death	6-facs_408_tr_1747930566	ניו יאָרק	ניו יאָרק	New York City	Q60	Q60						
Zylbercweig-Extraction2026-02-05 (7).tsv		death	6-facs_413_tr_1747930424	טשערנאָוויץ	טשערנאָוויץ	Chernivtsi	Q157725	Q157725						
Zylbercweig-Extraction2026-02-05 (7).tsv		death	6-facs_417_tr_1747930464	ניו-יאָרק	ניו-יאָרק	New York City	Q60	Q60						
Zylbercweig-Extraction2026-02-05 (7).tsv		death	6-facs_418_tr_1747930192	בוענאָס-אַיירעס	בוענאָס-אַיירעס	Buenos Aires	Q1486	Q1486						
Zylbercweig-Extraction2026-02-05 (7).tsv		death	6-facs_419_tr_1747930126	סאַן פאַולאָ	סאַן פאַולאָ	São Paulo	Q174							
Zylbercweig-Extraction2026-02-05 (7).tsv		death	6-facs_423_tr_1747930553	ניו-יאָרק	ניו-יאָרק	New York City	Q60	Q60						
Zylbercweig-Extraction2026-02-05 (7).tsv		death	6-facs_424_tr_1747930496	פילאָדעלפיע	פילאָדעלפיע	Philadelphia	Q1345	Q1345						
Zylbercweig-Extraction2026-02-05 (7).tsv		death	6-facs_430_tr_1747930458	לעמבערג	לעמבערג	Lviv	Q36036	Q36036						
Zylbercweig-Extraction2026-02-05 (7).tsv		death	6-facs_453_tr_1747930493	מדינת ישראל	מדינת ישראל								מדינת ישראל	
Zylbercweig-Extraction2026-02-05 (7).tsv		death	6-facs_454_tr_1747930319	ניו-יאָרק	ניו-יאָרק	New York City	Q60	Q60						
Zylbercweig-Extraction2026-02-05 (7).tsv		death	6-facs_459_tr_1747930172	אין שטוב	אין שטוב	אין שטוב								
Zylbercweig-Extraction2026-02-05 (7).tsv		death	6-facs_459_tr_1747930174	מעקסיקע סיטי	מעקסיקע סיטי	Mexico City	Q1489	Q1489						
Zylbercweig-Extraction2026-02-05 (7).tsv		death	6-facs_463_tr_1747930281	ווראָצלאַוו (ברעסלוי)	ווראָצלאַוו (ברעסלוי)	Wrocław	Q1799							
Zylbercweig-Extraction2026-02-05 (7).tsv		death	6-facs_463_tr_1747930274	וואַרשע	וואַרשע	Warsaw	Q270	Q270						
Zylbercweig-Extraction2026-02-05 (7).tsv		death	6-facs_464_tr_1747930212	פֿילאָדעלפיע	פֿילאָדעלפיע	Philadelphia	Q1345	Q1345						
Zylbercweig-Extraction2026-02-05 (7).tsv		death	6-facs_468_tr_1747930432	לייפּציג	לייפּציג	Leipzig	Q2079	Q2079						
Zylbercweig-Extraction2026-02-05 (7).tsv		death	6-facs_475_r	ניו-יאָרק	ניו-יאָרק	New York City	Q60	Q60				אַמעריקע	United States	Q30
Zylbercweig-Extraction2026-02-05 (7).tsv		death	6-facs_537_tr_1747930464	מאָנטעוויידעאָ	מאָנטעוויידעאָ	Montevideo	Q1335							
Zylbercweig-Extraction2026-02-05 (7).tsv		death	6-facs_538_r_3	ניו-יאָרק	ניו-יאָרק	New York City	Q60	Q60						
Zylbercweig-Extraction2026-02-05 (7).tsv		death	6-facs_604_tr_1747930212	מעקסיקע סיטי	מעקסיקע סיטי	Mexico City	Q1489	Q1489				מעקסיקע	Mexico	Q96
Zylbercweig-Extraction2026-02-05 (7).tsv		death	6-facs_642_tr_1747930347	ניו-יאָרק	ניו-יאָרק	New York City	Q60	Q60						
Zylbercweig-Extraction2026-02-05 (7).tsv		death	6-facs_644_tr_1747930335	ניו-יאָרק	ניו-יאָרק	New York City	Q60	Q60						
Zylbercweig-Extraction2026-02-05 (7).tsv		death	6-facs_648_tr_1747930309	פֿילאָדעלפיע	פֿילאָדעלפיע	Philadelphia	Q1345	Q1345						
Zylbercweig-Extraction2026-02-05 (7).tsv		death	6-facs_649_tr_1747930511	לאָס אַנדזשעלעס	לאָס אַנדזשעלעס	Los Angeles	Q65	Q65						
Zylbercweig-Extraction2026-02-05 (7).tsv		death	6-facs_651_r	לאָס אַנדזעלעס	לאָס אַנדזעלעס	Los Angeles	Q65	Q65						
Zylbercweig-Extraction2026-02-05 (7).tsv		death	6-facs_652_tr_1747931529	לאָס-אַנדזשעלעס	לאָס-אַנדזשעלעס	Los Angeles	Q65	Q65						
Zylbercweig-Extraction2026-02-05 (7).tsv		death	6-facs_653_r	לאָס אָנדזשעלעס	לאָס אָנדזשעלעס	Los Angeles	Q65	Q65						
Zylbercweig-Extraction2026-02-05 (7).tsv		death	6-facs_654_r_1	ניו-יאָרק	ניו-יאָרק	New York City	Q60	Q60						
Zylbercweig-Extraction2026-02-05 (7).tsv		death	6-facs_660_tr_1747931529	מדינת ישראל	מדינת ישראל								מדינת ישראל	
Zylbercweig-Extraction2026-02-05 (7).tsv		death	6-facs_665_r	כארקאָוו	כארקאָוו	Kharkiv	Q42308	Q42308				רוס לאַנד	Russia	Q159
Zylbercweig-Extraction2026-02-05 (7).tsv		death	6-facs_665_r_1	מעקסיקע סיטי	מעקסיקע סיטי	Mexico City	Q1489	Q1489						
Zylbercweig-Extraction2026-02-05 (7).tsv		death	6-facs_666_r	לאָס אַנדזשעלעס	לאָס אַנדזשעלעס	Los Angeles	Q65	Q65						
Zylbercweig-Extraction2026-02-05 (7).tsv		death	7-facs_10_r_5	מאַנטשעסטער	מאַנטשעסטער	Manchester	Q18125	Q18125				ענגלאַנד	England	Q21
Zylbercweig-Extraction2026-02-05 (7).tsv		death	7-facs_11_r_2	סימפּעראָפּאל	סימפּעראָפּאל	Simferopol	Q43421		קרים	קרים				
Zylbercweig-Extraction2026-02-05 (7).tsv		death	7-facs_14_r_5	סאַן פּאַול	סאַן פּאַול	São Paulo	Q174					בראַזיל	Brazil	Q155
Zylbercweig-Extraction2026-02-05 (7).tsv		death	7-facs_15_r_3	סאַן פּאַולאָ	סאַן פּאַולאָ	São Paulo	Q174					בראַזיל	Brazil	Q155
Zylbercweig-Extraction2026-02-05 (7).tsv		death	7-facs_16_r_2	ווין	ווין	Vienna	Q1741	Q1741						
Zylbercweig-Extraction2026-02-05 (7).tsv		death	7-facs_18_tr_1756799204	לענינגראָד	לענינגראָד	Saint Petersburg	Q656	Q656						
Zylbercweig-Extraction2026-02-05 (7).tsv		death	7-facs_19_r_7	בוענאָס איירעס	בוענאָס איירעס	Buenos Aires	Q1486	Q1486						
Zylbercweig-Extraction2026-02-05 (7).tsv		death	7-facs_21_tr_1756831761	בוענאָס איירעס	בוענאָס איירעס	Buenos Aires	Q1486	Q1486						
Zylbercweig-Extraction2026-02-05 (7).tsv		death	7-facs_24_r_5	דעטראָיט	דעטראָיט	Detroit	Q12439	Q12439						
Zylbercweig-Extraction2026-02-05 (7).tsv		death	7-facs_24_tr_1756894820	בוענאָס איירעס	בוענאָס איירעס	Buenos Aires	Q1486	Q1486						
Zylbercweig-Extraction2026-02-05 (7).tsv		death	7-facs_25_r_3	בוענאָס איירעס	בוענאָס איירעס	Buenos Aires	Q1486	Q1486						
Zylbercweig-Extraction2026-02-05 (7).tsv		death	7-facs_25_tr_1756895087	אַמעריקע	אַמעריקע								אַמעריקע	
Zylbercweig-Extraction2026-02-05 (7).tsv		death	7-facs_29_tr_1756359803	פאַריז	פאַריז	Paris	Q90	Q90						
Zylbercweig-Extraction2026-02-05 (7).tsv		death	7-facs_32_tr_1756359774	תל אביב	תל אביב	Tel Aviv	Q33935	Q33935						
Zylbercweig-Extraction2026-02-05 (7).tsv		death	7-facs_34_r	בוענאָס איירעס	בוענאָס איירעס	Buenos Aires	Q1486	Q1486						
Zylbercweig-Extraction2026-02-05 (7).tsv		death	7-facs_36_r_2	ניו יאָרק	ניו יאָרק	New York City	Q60	Q60						
Zylbercweig-Extraction2026-02-05 (7).tsv		death	7-facs_37_r_9	דאָלאָס	דאָלאָס	Dallas	Q16557		טעקסאַס	טעקסאַס				
Zylbercweig-Extraction2026-02-05 (7).tsv		death	7-facs_39_r	וואַרשע	וואַרשע	Warsaw	Q270	Q270						
Zylbercweig-Extraction2026-02-05 (7).tsv		death	7-facs_40_r	וולאַדיוואָסטאָק	וולאַדיוואָסטאָק	Vladivostok	Q959							
Zylbercweig-Extraction2026-02-05 (7).tsv		death	7-facs_42_tr_1756359776	וואַרשע	וואַרשע	Warsaw	Q270	Q270						
Zylbercweig-Extraction2026-02-05 (7).tsv		death	7-facs_43_tr_1756359812	בוענאָס איירעס	בוענאָס איירעס	Buenos Aires	Q1486	Q1486						
Zylbercweig-Extraction2026-02-05 (7).tsv		death	7-facs_46_r_2	מאָסקווע	מאָסקווע	Moscow	Q649	Q649						
Zylbercweig-Extraction2026-02-05 (7).tsv		death	7-facs_50_tr_1756359800	טשערנאָוויץ	טשערנאָוויץ	Chernivtsi	Q157725	Q157725						
Zylbercweig-Extraction2026-02-05 (7).tsv		death	7-facs_52_tr_1756359809	ניו יאָָרק	ניו יאָָרק	New York City	Q60	Q60						
Zylbercweig-Extraction2026-02-05 (7).tsv		death	7-facs_52_r_13	ישראל	ישראל	Israel	Q801							
Zylbercweig-Extraction2026-02-05 (7).tsv		death	7-facs_53_r_4	ניו יאָרק	ניו יאָרק	New York City	Q60	Q60						
Zylbercweig-Extraction2026-02-05 (7).tsv		death	7-facs_53_tr_1756359804	ניו יאָָרק	ניו יאָָרק	New York City	Q60	Q60						
Zylbercweig-Extraction2026-02-05 (7).tsv		death	7-facs_54_tr_1756359768	קיעוו	קיעוו	Kyiv	Q1899	Q1899						
Zylbercweig-Extraction2026-02-05 (7).tsv		death	7-facs_55_tr_1756359778	קאָרדאָוואָ	קאָרדאָוואָ	Córdoba	Q40357					אַרגענטינע	Argentina	Q414
Zylbercweig-Extraction2026-02-05 (7).tsv		death	7-facs_56_r	קיביץ דגניה ב'	קיביץ דגניה ב'	Degania Bet	Q1022506					מדינת ישראל	Israel	Q801
Zylbercweig-Extraction2026-02-05 (7).tsv		death	7-facs_62_tr_1756359784	סטאָווישטשע	סטאָווישטשע	Stavyshche	Q65270		קיעווער גוב.	קיעווער גוב.				
Zylbercweig-Extraction2026-02-05 (7).tsv		death	7-facs_62_tr_1756359788	יאָראָסלאָוו	יאָראָסלאָוו	Jarosław	Q721928							
Zylbercweig-Extraction2026-02-05 (7).tsv		death	7-facs_62_tr_1756359785	טשערנאָוויצער יידישן שפּיטאָל	טשערנאָוויצער יידישן שפּיטאָל	טשערנאָוויצער יידישן שפּיטאָל								
Zylbercweig-Extraction2026-02-05 (7).tsv		death	7-facs_62_r_7	קאָנסטאַנצאַ	קאָנסטאַנצאַ	Constanța	Q18554					רומעניע	Romania	Q218
Zylbercweig-Extraction2026-02-05 (7).tsv		death	7-facs_63_r_4	האַמעל	האַמעל	Homiel	Q170249							
Zylbercweig-Extraction2026-02-05 (7).tsv		death	7-facs_63_tr_1756359790	פֿילאָדעלפיע	פֿילאָדעלפיע	Philadelphia	Q1345	Q1345						
Zylbercweig-Extraction2026-02-05 (7).tsv		death	7-facs_64_r_4	לאָס אַנדזשעלעס	לאָס אַנדזשעלעס	Los Angeles	Q65	Q65						
Zylbercweig-Extraction2026-02-05 (7).tsv		death	7-facs_68_r_4	בוענאָס איירעס	בוענאָס איירעס	Buenos Aires	Q1486	Q1486				אַרגענטינע	Argentina	Q414
Zylbercweig-Extraction2026-02-05 (7).tsv		death	7-facs_71_r_1	אָדעס	אָדעס	Odesa	Q1874	Q1874						
Zylbercweig-Extraction2026-02-05 (7).tsv		death	7-facs_71_r	ניו יאָרק	ניו יאָרק	New York City	Q60	Q60						
Zylbercweig-Extraction2026-02-05 (7).tsv		death	7-facs_71_tr_1757228899	ניו יאָָרק	ניו יאָָרק	New York City	Q60	Q60						
Zylbercweig-Extraction2026-02-05 (7).tsv		death	7-facs_72_r_5	ניו יאָרק	ניו יאָרק	New York City	Q60	Q60						
Zylbercweig-Extraction2026-02-05 (7).tsv		death	7-facs_72_tr_1757228897	ניו-יאָרק	ניו-יאָרק	New York City	Q60	Q60						
Zylbercweig-Extraction2026-02-05 (7).tsv		death	7-facs_73_r	זלאַטשעוו	זלאַטשעוו	Zolochiv	Q869741							
Zylbercweig-Extraction2026-02-05 (7).tsv		death	7-facs_74_tr_1757228890	שיקאַגע	שיקאַגע	Chicago	Q1297	Q1297						
Zylbercweig-Extraction2026-02-05 (7).tsv		death	7-facs_77_tr_1757228908	ריגע	ריגע	Riga	Q1773	Q1773						
Zylbercweig-Extraction2026-02-05 (7).tsv		death	7-facs_78_r	אויף אַ שיף קיין דרום אַמעריקע	אויף אַ שיף קיין דרום אַמעריקע	אויף אַ שיף קיין דרום אַמעריקע								
Zylbercweig-Extraction2026-02-05 (7).tsv		death	7-facs_78_r_1	ניו-יאָרק	ניו-יאָרק	New York City	Q60	Q60						
Zylbercweig-Extraction2026-02-05 (7).tsv		death	7-facs_81_tr_1757228905	וויטעבסק	וויטעבסק	Vitebsk	Q102217	Q102217						
Zylbercweig-Extraction2026-02-05 (7).tsv		death	7-facs_82_tr_1757228891	ירושלים	ירושלים	Jerusalem	Q1218	Q1218						
Zylbercweig-Extraction2026-02-05 (7).tsv		death	7-facs_87_r	כאַרבין	כאַרבין	Harbin	Q42956							
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	4-facs_11_r	לעמבערג	לעמבערג	Lviv	Q36036	Q36036	גאַליציע	Galicia	Q180086			
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	4-facs_27_r_14	קיעוו	קיעוו	Kyiv	Q1899	Q1899				אוקראַאינע	Ukraine	Q212
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	4-facs_28_r	וואַרשע	וואַרשע	Warsaw	Q270	Q270				פּוילן	Poland	Q36
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	4-facs_34_r_1	ברעסט-ליטאָווסק	ברעסט-ליטאָווסק	Brest	Q140147		פּויליש-רוסלאַנד	פּויליש-רוסלאַנד				
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	4-facs_35_r_2	טשאַן	טשאַן	Teofipol	Q2637331		וואָלינער גובערניע	וואָלינער גובערניע				
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	4-facs_39_tr_1752612112	יאסי	יאסי	Iași	Q46852	Q46852				רומעניע	Romania	Q218
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	4-facs_41_r_2	לאָדזש	לאָדזש	Łódź	Q580	Q580				פּוילן	Poland	Q36
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	4-facs_43_r	ליובאָווע	ליובאָווע	Lyubavichi, Rudnyansky District, Smolensk Oblast	Q898212		סווואָלקער געגנט	סווואָלקער געגנט		פּוילן	Poland	Q36
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	4-facs_47_r_2	אָשמיאַנאַ	אָשמיאַנאַ	Ašmiany	Q722836		ווילנער געגנט	ווילנער געגנט		פּויליש-ליטע	Polish–Lithuanian Commonwealth	Q172107
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	4-facs_51_r	בערדיטשעוו	בערדיטשעוו	Berdychiv	Q83197	Q158799				אוקראַאינע	Ukraine	Q212
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	4-facs_55_tr_1753681940	קאָריץ	קאָריץ	Korets	Q997398		זשיטאָמירער גוב.	זשיטאָמירער גוב.		אוקראַאינע	Ukraine	Q212
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	4-facs_59_tr_1753681938	ביאַליסטאָק	ביאַליסטאָק	Białystok	Q761	Q761				פּוילן	Poland	Q36
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	4-facs_60_r_1	בריטשאַן	בריטשאַן	Briceni	Q2019727		בעסאַראַביע	בעסאַראַביע				
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	4-facs_60_tr_1753681919	סלאָנים	סלאָנים	Slonim	Q863576	Q863576				פּויליש-ליטע	Polish–Lithuanian Commonwealth	Q172107
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	4-facs_63_tr_1753681916	דאַטשעוו	דאַטשעוו	Dashiv	Q2653301		וואָלינער גוב.	וואָלינער גוב.		רוסלאנד	Russia	Q159
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	4-facs_64_r_1	שיקאַגאָ	שיקאַגאָ	Chicago	Q1297	Q1297				אַמעריקע	United States	Q30
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	4-facs_64_r_3	אַ דאָרף נעבן לעכעוויץ	אַ דאָרף נעבן לעכעוויץ	Liachavičy	Q956607					ווייסרוסלאַנד	Belarus	Q184
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	4-facs_65_tr_1753681954	לובלין	לובלין	Lublin	Q37333	Q37333				פּוילן	Poland	Q36
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	4-facs_69_tr_1753681922	רעזישטשעוו	רעזישטשעוו	Rzhyshchiv	Q71731		קיעווער גוב.	קיעווער גוב.		אוקראַאינע	Ukraine	Q212
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	4-facs_69_r	רוזשאַני	רוזשאַני	Ruzhany	Q615132							
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	4-facs_70_r	אינשעסט	אינשעסט	Inčukalns	Q185146		בעסאַראַביע	בעסאַראַביע				
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	4-facs_79_tr_1753938272	לעמבערג	לעמבערג	Lviv	Q36036	Q36036	גאַליציע	Galicia	Q180086			
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	4-facs_79_tr_1753938275	אַזאָרקאָוו	אַזאָרקאָוו	Ozorków	Q628460					פּוילן	Poland	Q36
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	4-facs_79_tr_1753938273	שיקאַגאָ	שיקאַגאָ	Chicago	Q1297	Q1297				אַמעריקע	United States	Q30
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	4-facs_80_tr_1753938276	סטאַניסלאָוו	סטאַניסלאָוו	Stanisławów	Q2114006	Q156726	גאַליציע	Galicia	Q180086			
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	4-facs_82_tr_1753938284	דאָרף באָקשאַ	דאָרף באָקשאַ	Baksha	Q4076148		סווואָלקער גוב.	סווואָלקער גוב.		פּוילן	Poland	Q36
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	4-facs_85_tr_1753938252	טעפּליקי	טעפּליקי	Teplyk	Q2473433	Q2473433	נעבן אומאַן	נעבן אומאַן		אוקראַאינע	Ukraine	Q212
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	4-facs_86_tr_1753938260	בוקאַרעסט	בוקאַרעסט	Bucharest	Q19660	Q19660				רומעניע	Romania	Q218
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	4-facs_86_tr_1753938264	אַסטראָ	אַסטראָ	Astrakhan	Q3927		וואָלינער גוב.	וואָלינער גוב.		רוסלאַנד	Russia	Q159
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	4-facs_87_tr_1753938277	וואַרשע	וואַרשע	Warsaw	Q270	Q270				פּוילן	Poland	Q36
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	4-facs_89_tr_1753938268	לעמבערג	לעמבערג	Lviv	Q36036	Q36036	גאַליציע	Galicia	Q180086			
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	4-facs_91_tr_1753602024	סאַנדאָוו ווישניאַ	סאַנדאָוו ווישניאַ	Sudova Vyshnia	Q852755		לעמבערג	לעמבערג		גאַליציע	Galicia	Q180086
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	4-facs_92_r_1	גאַלאַץ	גאַלאַץ	Galați	Q170996					רומעניע	Romania	Q218
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	4-facs_95_tr_1753602022	פאָקשאָני	פאָקשאָני	Focșani	Q210127					רומעניע	Romania	Q218
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	4-facs_95_tr_1753602024	ליפּסק	ליפּסק	Lipsko	Q2342620		ראַדאָמער געגנט	ראַדאָמער געגנט		פּוילן	Poland	Q36
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	4-facs_96_tr_1753602020	יאָסי	יאָסי	Iași	Q46852	Q46852				רומעניע	Romania	Q218
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	4-facs_97_tr_1753602022	פּעטערבורג	פּעטערבורג	Saint Petersburg	Q656	Q656				רוסלאַנד	Russia	Q159
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	4-facs_98_r_2	ביאַלע	ביאַלע	Biała Podlaska	Q209932		שעדלעצער גוב.	שעדלעצער גוב.		פּוילן	Poland	Q36
