cluster_id	canonical_yiddish	org_type	n_person_edges	n_distinct_persons	top_edge_types	n_located_in	places_en	sample_persons	cluster_size	existing_review_status
ORG-C02811	'דער טעאַטער לץ'	newspaper	1	1	founded:1	0		זישע קאַץ(3546)	1	in_review_file_no_decision
ORG-C02820	יידיש באַוועגלעכן מלוכהטעאַטער	theatre	1	1	performed_with:1	0		געניא שליט(3569)	1	in_review_file_no_decision
ORG-C02828	קינסטלער-שאָפּ	organization	1	1	employed_by:1	2	Warsaw|Poland	דוד לואי(2359)	1	in_review_file_no_decision
ORG-C02832	זומער-קאָלאָניע נעבן וואַרשע	school	1	1	studied_at:1	2	Warsaw|Poland	שבתי בליאַכער (בּליאַכאַר)(1332)	1	in_review_file_no_decision
ORG-C02838	ווילנער דראַמאַטישע שול	school	1	1	graduated_from:1	0		שבתי בליאַכער (בּליאַכאַר)(1332)	1	in_review_file_no_decision
ORG-C02840	די פאַראייניקונג פֿון ליטעראַטן און קינסטלער	union	1	1	executive_of:1	0		שבתי בליאַכער (בּליאַכאַר)(1332)	1	in_review_file_no_decision
ORG-C02841	ווילנער פֿאַרלאַג אין ניו יאָרק	publisher	1	1	work_published_by:1	2	New York City|United States	שבתי בליאַכער (בּליאַכאַר)(1332)	1	in_review_file_no_decision
ORG-C02843	לאַגער פֿון פּאָניאַטאָוו	camp	1	1	member_of:1	1	Lublin	חנה לערנער(2240)	1	in_review_file_no_decision
ORG-C02844	יידישע אונטערערדישע באַוועגונג	organization	1	1	member_of:1	0		חנה לערנער(2240)	1	in_review_file_no_decision
ORG-C02858	טעאַטער פֿון חיים סאַנדלער	theatre	1	1	staff_of:1	3	Warsaw|Warsaw Ghetto|Poland	וואׇלף נייהויז(2558)	1	in_review_file_no_decision
ORG-C02859	לאָדזשער פֿאַראיין 'דראַמע און מוזיק'	theatre	1	1	member_of:1	2	Łódź|Poland	צעשא סארנא (הירשפעלד, עליאַן)(3528)	1	in_review_file_no_decision
ORG-C02861_Q01	טעאַטער קאַמעראַלני	theatre	1	1	performed_with:1	1	Warsaw Ghetto	העלענאַ גאָטליב(1878)	1	in_review_file_no_decision
ORG-C02865	קראָקעווער יידישן זומער-טעאַטער	theatre	1	1	performed_with:1	1	Kraków	אברהם סטאבער(3028)	1	in_review_file_no_decision
ORG-C02868	קראָקעווער קונסט-אַקאַדעמיע	school	1	1	graduated_from:1	1	Kraków	פעליקס פרידמאַן (פישל)(3539)	1	in_review_file_no_decision
ORG-C01402_Q03	יידישער קולטור-געזעלשאַפט ('איקוף')	theatre	1	1	staff_of:1	1	Warsaw Ghetto	פעליקס פרידמאַן (פישל)(3539)	1	in_review_file_no_decision
ORG-C02873	שניאורס כאָר	choir	1	1	performed_with:1	0		יואל בּערגמאן(3499)	1	in_review_file_no_decision
ORG-C02876	פּראָפעסאָר י. פייווישיס כאָר	troupe	1	1	performed_with:1	3	Warsaw|Warsaw Ghetto|Poland	מרים אייזענשטאט(3496)	1	in_review_file_no_decision
ORG-C02878	יידישע דרוקעריי	publisher	1	1	founded:1	1	Vilnius	משה קארפּינאָוויטש(3549)	1	in_review_file_no_decision
ORG-C02884	ש. קופּערמאַנס טעאַטער	theatre	1	1	performed_with:1	0		נתן רייכענבערג(3561)	1	in_review_file_no_decision
ORG-C02890	פאַרבאַנד פון פראַנצויזישע שרייבערס	union	1	1	member_of:1	0		הענרי לאַכטינער(2179)	1	in_review_file_no_decision
ORG-C02891	פּוילישער אָפּערעטן-טרופּע	troupe	1	1	performed_with:1	1	Łódź	שמואל לאַנדוי (לאַנדאָ)-קלעקוי(2189)	1	in_review_file_no_decision
ORG-C02896	נאָווני	theatre	1	1	performed_with:1	1	Warsaw	שמואל לאַנדוי (לאַנדאָ)-קלעקוי(2189)	1	in_review_file_no_decision
ORG-C02898	אַלעקסאַנדער שולע	school	1	1	graduated_from:1	2	Łódź|Poland	שלום צוקער(3540)	1	in_review_file_no_decision
ORG-C02903	רוסישע אָפּערעס	theatre	1	1	performed_with:1	0		שלום צוקער(3540)	1	in_review_file_no_decision
ORG-C00144_Q02	עלדאָראַדאָ	theatre	1	1	managed:1	1	Warsaw Ghetto	הענריק ריבּא (היים)(2816)	1	in_review_file_no_decision
ORG-C02906	קאָרמאַנס בעקעריי	business	1	1	employed_by:1	1	Warsaw	אברהם קורץ(3552)	1	in_review_file_no_decision
ORG-C02833_Q02	דראַמאַטישן קרייז	troupe	1	1	performed_with:1	1	Daugavpils	משה סוּריץ(3038)	1	in_review_file_no_decision
ORG-C02917	דואַטמערגען	camp	1	1	member_of:1	0		לייבּ ראָזענטאַל(2800)	1	in_review_file_no_decision
ORG-C02918	טאָרף-לאַגער ביים דאָרף רעשע	camp	1	1	member_of:1	0		לייבּ ראָזענטאַל(2800)	1	in_review_file_no_decision
ORG-C02923	אַסאָלינעום	publisher	1	1	employed_by:1	1	Lviv	אברהם זיינפעלד(3519)	1	in_review_file_no_decision
ORG-C02924	קלעצקין	publisher	1	1	work_produced_by:1	0		אברהם זיינפעלד(3519)	1	in_review_file_no_decision
ORG-C02925	יידישן קונסט-מוזיי	museum	1	1	founded:1	1	Vilnius	אברהם זיינפעלד(3519)	1	in_review_file_no_decision
ORG-C02926	פּוילישע פאָלקס שול	school	1	1	graduated_from:1	0		דאָראַ פאַקעל (דבורה)(3535)	1	in_review_file_no_decision
ORG-C02927	וואַרשעווער באַלעט-שול	school	1	1	studied_at:1	1	Warsaw	דאָראַ פאַקעל (דבורה)(3535)	1	in_review_file_no_decision
ORG-C02930	קאָנצענטראַציע-לאַגער פּאָניאַטאָוו	organization	1	1	performed_with:1	0		דאָראַ פאַקעל (דבורה)(3535)	1	in_review_file_no_decision
ORG-C02934	יצחק זאַנדבערגן אין טעאַטער	theatre	1	1	performed_with:1	2	Łódź|Poland	אברהם שטאָקפעדער (משה)(3564)	1	in_review_file_no_decision
ORG-C02935	דירעקטאָריאַט	theatre	1	1	founded:1	0		אברהם שטאָקפעדער (משה)(3564)	1	in_review_file_no_decision
ORG-C02937	מאָהילעווער דראַמאַטישן קרייז	theatre	1	1	member_of:1	1	Mohyliv-Podilskyi	יצחק אַזאַרך(3495)	1	in_review_file_no_decision
ORG-C02938_Q01	קונסט-געזעלשאַפֿט	society	1	1	member_of:1	1	Hrodna	יצחק אַזאַרך(3495)	1	in_review_file_no_decision
ORG-C02941	זעלבסט-טעטיקייט-קריין	theatre	1	1	executive_of:1	1	Hrodna	יצחק אַזאַרך(3495)	1	in_review_file_no_decision
ORG-C02947	ווילנער יידישער פֿאָליציי	organization	1	1	employed_by:1	1	Vilnius	לעאָן ליאָנעק(3023)	1	in_review_file_no_decision
ORG-C02955	וועשעריי	business	1	1	managed:1	1	Kraków	ערנעסינע יונגווירט (קערנער)(3324)	1	in_review_file_no_decision
ORG-C02959	מינכענער קונסט הויכשול	school	1	1	studied_at:1	1	Munich	אומע אָלקעניצקי (פרומע)(2593)	1	in_review_file_no_decision
ORG-C02962	פאַרלאַג פון ווילנער געטאָ	publisher	1	1	staff_of:1	2	Vilnius|Vilna Ghetto	אומע אָלקעניצקי (פרומע)(2593)	1	in_review_file_no_decision
ORG-C02963	ראָזענבערג-שטאַב	organization	1	1	employed_by:1	1	Vilnius	אומע אָלקעניצקי (פרומע)(2593)	1	in_review_file_no_decision
ORG-C02965	פּ.פּ.וו. (פּלאַסטיקער פּלאַן ווילנע)	organization	1	1	staff_of:1	2	Vilnius|Vilna Ghetto	אומע אָלקעניצקי (פרומע)(2593)	1	in_review_file_no_decision
ORG-C02967	לעמבערגער גרויסן טעאַטער	theatre	1	1	staff_of:1	1	Lviv	זיגמונד בּאָלק(3498)	1	in_review_file_no_decision
ORG-C02968	לעמבערגער אויסשטעלונגען	exhibitions	1	1	performed_with:1	1	Lviv	זיגמונד בּאָלק(3498)	1	in_review_file_no_decision
ORG-C02969	ליפּאָווסקין אין טעאַטער	theatre	1	1	performed_with:1	0		ישראל זובּאק(3423)	1	in_review_file_no_decision
ORG-C02972	"יידישן רעווי-טעאַטער „גילאָריינע"""	theatre	1	1	staff_of:1	0		אזיאש ראזאניעצקי(2790)	1	in_review_file_no_decision
ORG-C02979	קעשנעווער מלוכה פּופּן-טעאַטער	theatre	1	1	affiliated_with:1	1	Chișinău	וועלוול וולאדיר(3191)	1	in_review_file_no_decision
ORG-C02981	בריגאָדעס	troupe	1	1	performed_with:1	0		קלמן גוטמן(1948)	1	in_review_file_no_decision
ORG-C02982	קאָשטשושקאָ-דיוויזיע	other	1	1	member_of:1	0		קלמן גוטמן(1948)	1	in_review_file_no_decision
ORG-C02987	העברעישער כאָר	troupe	1	1	staff_of:1	1	Vilnius	וואָלף דורמאשקין(1533)	1	in_review_file_no_decision
ORG-C02988	קולטור-אָפּטיילונג	organization	1	1	staff_of:1	1	Vilnius	וואָלף דורמאשקין(1533)	1	in_review_file_no_decision
ORG-C02989	העברעישער דראַמאַטישער סטודיע אין געטאָ	troupe	1	1	staff_of:1	1	Vilnius	וואָלף דורמאשקין(1533)	1	in_review_file_no_decision
ORG-C02990	ספּאָרט-קלוב 'שטערן'	theatre	1	1	managed:1	0		משה וויידע(3213)	1	in_review_file_no_decision
ORG-C02991	באָראָכאָוו-היים	theatre	1	1	staff_of:1	0		משה וויידע(3213)	1	in_review_file_no_decision
ORG-C02992	פּועלי-ציוניסטישע יידישע בינע	theatre	1	1	managed:1	0		משה וויידע(3213)	1	in_review_file_no_decision
ORG-C02993	האַנדלס-אָנגעשטעלטע	union	1	1	delegate_of:1	0		משה וויידע(3213)	1	in_review_file_no_decision
ORG-C02995	אַליינהילף	union	1	1	executive_of:1	0		משה וויידע(3213)	1	in_review_file_no_decision
ORG-C02996	גרופּע יונגע יידישע אַקטיאָרן	troupe	1	1	performed_with:1	0		וויינבערג, קאַרל [חיים הערבסט](3150)	1	decision=DESCRIPTIVE
ORG-C03007	פּריוואָט-שול פֿון קאָן	school	1	1	studied_at:1	2	Łódź|Poland	חוה זיידע(3376)	1	in_review_file_no_decision
ORG-C03011	לעמבערגער טעאַטער-סטודיע 'מאַסקע'	troupe	1	1	performed_with:1	1	Lviv	אסתר גרובער(3504)	1	in_review_file_no_decision
ORG-C03012	'באַלאַגאַניידן'	theatre	1	1	performed_with:1	0		אסתר גרובער(3504)	1	in_review_file_no_decision
ORG-C03014	סאָפיאַ מאַרקאָוונאַס גימנאַזיע	school	1	1	studied_at:1	0		דאָראַ קארפּינאָוויטש (דבורה)(2088)	1	in_review_file_no_decision
ORG-C03022	ריגער געטאָ	theatre	1	1	performed_with:1	1	Riga	מאַפּו(2386)	1	in_review_file_no_decision
ORG-C03023	האַנאָווער בונקער	other	1	1	member_of:1	1	Riga	מאַפּו(2386)	1	in_review_file_no_decision
ORG-C03030	ראָטשילדס מושב זקנים	other	1	1	member_of:1	2	Paris|France	לאה שוואַרץ (שאַצקי)(2861)	1	in_review_file_no_decision
ORG-C03031	בלאַק קייליס	labor camp	1	1	employed_by:1	0		מאַקס שאַדאווסקי (מרדכי)(2820)	1	in_review_file_no_decision
ORG-C03035	ווילנער אַמאַטאָרן-אַנסאַמבלען	troupe	1	1	performed_with:1	0		לייבּ ווינער(3804)	1	in_review_file_no_decision
ORG-C03037	דוקאַ	theatre	1	1	member_of:1	0		לייבּ ווינער(3804)	1	in_review_file_no_decision
ORG-C03038	נשרפים- סעקציע	organization	1	1	employed_by:1	1	Warsaw	אליעזר גאריעלאָוו(1871)	1	in_review_file_no_decision
ORG-C03039	'פאַרזאָרגונגס-שטעלע'	social_relief_org	1	1	executive_of:1	1	Warsaw Ghetto	אליעזר גאריעלאָוו(1871)	1	in_review_file_no_decision
ORG-C03040	אַרבעטער-בינע א'נ פון יעקב גאָרדין	theatre	1	1	founded:1	0		גרשון ראט(2785)	1	in_review_file_no_decision
ORG-C00596_Q02	יידיש דראַמאַטיש טעאַטער אין ווין	theatre	1	1	managed:1	1	Vienna	גרשון ראט(2785)	1	in_review_file_no_decision
ORG-C03041	סאַשאַ פילם	publisher	1	1	performed_with:1	0		גרשון ראט(2785)	1	in_review_file_no_decision
ORG-C03046	קאָוונער „פֿאָלקסבלאַט“	newspaper	1	1	employed_by:1	1	Kaunas	שלמה בּינדער(1308)	1	in_review_file_no_decision
ORG-C03047	„געטאָ ידיעות“	newspaper	1	1	employed_by:1	1	Vilnius	שלמה בּינדער(1308)	1	in_review_file_no_decision
ORG-C03048	לאַגער אולינורמען	concentration camp	1	1	performed_with:1	1	Estonia	שלמה בּינדער(1308)	1	in_review_file_no_decision
ORG-C00873_Q03	מיניאַטור-טעאַטער אין לעמבערגער 'באַגאַטעלאַ'-טעאַטער	theatre	1	1	performed_with:1	1	Lviv	רוזשא פוקס(1713)	1	in_review_file_no_decision
ORG-C03050	פּוילישער מלוכהשער קאָנסערוואַטאָריע	school	1	1	studied_at:1	0		וועקסלער מישאַ (מיכאל)(P-5-facs_193_r_2)	1	in_review_file_no_decision
ORG-C03052	יידישן טעאַטער-אָרקעסטער	troupe	1	1	staff_of:1	2	Vilnius|Vilna Ghetto	וועקסלער מישאַ (מיכאל)(P-5-facs_193_r_2)	1	in_review_file_no_decision
ORG-C03053	לידער פֿון די געטאָס	publisher	1	1	work_published_by:1	0		וועקסלער מישאַ (מיכאל)(P-5-facs_193_r_2)	1	in_review_file_no_decision
ORG-C00590_Q02	וויליאַמסבורגער ליריק-טעאַטער	theatre	1	1	performed_with:1	2	New York City|United States	עמיל פרידעס (אליהו)(1690)	1	in_review_file_no_decision
ORG-C03062	משה ריכטערס טעאַטער	theatre	1	1	performed_with:1	1	New York City	עמיל פרידעס (אליהו)(1690)	1	in_review_file_no_decision
ORG-C03065	וואַנדערטרופּע איבער רוסלאַנד	troupe	1	1	performed_with:1	1	Russia	שלמה הערשקאָוויטש(1991)	1	decision=DESCRIPTIVE
ORG-C03066	פלייש-רעזאָרט	other	1	1	executive_of:1	2	Łódź|Łódź Ghetto	שלמה הערשקאָוויטש(1991)	1	in_review_file_no_decision
ORG-C03067	בעקעריי	other	1	1	staff_of:1	2	Łódź|Łódź Ghetto	שלמה הערשקאָוויטש(1991)	1	in_review_file_no_decision
ORG-C03068	פישזאָנס „מוסטער טעאַטער“	theatre	1	1	performed_with:1	0		פרויקע סאׇראׇקין(3013)	1	in_review_file_no_decision
ORG-C03072	גאָלדבערגס פּריוואַט שול	school	1	1	graduated_from:1	0		יוליוס ראַקאָוו (יחיאל)(2731)	1	in_review_file_no_decision
ORG-C00596_Q05	יידיש דראַמאַטישן טעאַטער	theatre	1	1	performed_with:1	1	Lithuania	יוליוס ראַקאָוו (יחיאל)(2731)	1	in_review_file_no_decision
ORG-C03074	פֿאַרשיידענע פּעריאָדישע אויסגאָבן	newspaper	1	1	employed_by:1	0		יוליוס ראַקאָוו (יחיאל)(2731)	1	in_review_file_no_decision
ORG-C03075	קיך פֿון די לינקע פּועלי ציון אין דער לאדזשער געטאָ	organization	1	1	managed:1	2	Łódź|Poland	יוליוס ראַקאָוו (יחיאל)(2731)	1	in_review_file_no_decision
ORG-C03076	פּאָליצייאישע רעווי	troupe	1	1	performed_with:1	2	Łódź|Poland	יוליוס ראַקאָוו (יחיאל)(2731)	1	in_review_file_no_decision
ORG-C03077	לעמבערגער פאָלקס-שול	school	1	1	studied_at:1	1	Lviv	לעאָן דרייקורס(1522)	1	in_review_file_no_decision
ORG-C03078	אומלעגאַלן סטודענטן-פאַריין	union	1	1	member_of:1	0		לעאָן דרייקורס(1522)	1	in_review_file_no_decision
ORG-C03079	לעמבערגער יונג-יידישע ליטעראַרישער גרופּע	literary group	1	1	member_of:1	1	Lviv	לעאָן דרייקורס(1522)	1	in_review_file_no_decision
ORG-C03082	נאָש פּזשעגלאָנד	newspaper	1	1	employed_by:1	1	Warsaw	לעאָן דרייקורס(1522)	1	in_review_file_no_decision
ORG-C01289_Q02	יידישער ראַדיאָ	radio	1	1	staff_of:1	1	Lviv	לעאָן דרייקורס(1522)	1	in_review_file_no_decision
ORG-C03083	יידישן טעאַטער [לעמבערג]	theatre	1	1	performed_with:1	1	Lviv	לעאָן דרייקורס(1522)	1	in_review_file_no_decision
ORG-C03084	ווידערשטאַנד-אַרגאַניזאַציע	union	1	1	member_of:1	1	Riga Ghetto	כאנע טייטש(3063)	1	in_review_file_no_decision
ORG-C03085	געטאָ-שול	school	1	1	performed_with:1	1	Riga Ghetto	כאנע טייטש(3063)	1	in_review_file_no_decision
ORG-C03087	שירווינטס אַפּטייק	pharmacy	1	1	managed:1	1	Vilnius	באָריס טורגעל(3521)	1	in_review_file_no_decision
ORG-C03090	טעאַטער-קרייזל	troupe	1	1	founded:1	2	Krośniewice|Poland	איטשע-מאיר מאָשקאָוויטש(3526)	1	in_review_file_no_decision
ORG-C03091	קרושע און ענדע	publisher	1	1	employed_by:1	0		איטשע-מאיר מאָשקאָוויטש(3526)	1	in_review_file_no_decision
ORG-C02283_Q03	יידישע טעאַטער-סטודיע	school	1	1	staff_of:1	1	Łódź	איטשע-מאיר מאָשקאָוויטש(3526)	1	in_review_file_no_decision
ORG-C03093	קאַמעראַלני	theatre	1	1	performed_with:1	2	Warsaw|Warsaw Ghetto	איטשע-מאיר מאָשקאָוויטש(3526)	1	in_review_file_no_decision
