cluster_id	canonical_yiddish	org_type	sampling_stratum	top_candidate_db_id	top_candidate_score	n_candidates	draft_decision	draft_aligned_db_id	confidence	rationale	drafted_at	model	raw_response
ORG-C01755	לעאָן ליבגאָלד ליליאַנאַ-אַנסאַמבל	Traveling Company	no_candidates			0	NEW		high	Specific ensemble name (Leon Liebgold & Lili Liliana) not in DB; country (Israel) is consistent with their biography.	2026-05-17T14:23:38+00:00	gemini-3-flash-preview	
ORG-C01756	פּוילישן טעאַטער ביי טראָפּטשאַ	Theatre	no_candidates			0	NEW		high	Specific Polish theatre in Włocławek not found in DB; no candidates provided.	2026-05-17T14:23:39+00:00	gemini-3-flash-preview	
ORG-C01758	ענגלישער אָפּערעטע	Theatre	no_candidates			0	GENERIC		high	The name translates to 'English Operetta', which is a generic description of a genre or troupe type rather than a specific entity.	2026-05-17T14:23:42+00:00	gemini-3-flash-preview	
ORG-C01759	יידישן אַרטיסטן און כאָריסטן-פֿאַריין	Theatre-related Society/ Union	no_candidates			0	NEW		high	Specific professional union name with no DB candidates; likely a legitimate entity not yet indexed.	2026-05-17T14:23:43+00:00	gemini-3-flash-preview	
ORG-C01760	טעאַטער-קאָמיטעט	Theatre-related Society/ Union	no_candidates			0	GENERIC		high	The name translates to 'Theatre Committee', a generic functional term rather than a specific named organization.	2026-05-17T14:23:44+00:00	gemini-3-flash-preview	
ORG-C01761	סינעלניקאָווס שטאָט-טעאַטער	Theatre	no_candidates			0	NEW		high	Specific entity (Sinelnikov's City Theatre) not found in DB; no candidates provided.	2026-05-17T14:23:45+00:00	gemini-3-flash-preview	
ORG-C01762	אַרבעטער-קאָמיטעט	Jewish political bodies	no_candidates			0	GENERIC		high	The name translates to 'Workers Committee', a generic functional term rather than a specific unique organization.	2026-05-17T14:23:47+00:00	gemini-3-flash-preview	
ORG-C01763	נאָראָאָבראַז	Non-Jewish political bodies	no_candidates			0	NEW		high	Specific Soviet educational/political acronym (Narobraz) not found in DB; no candidates provided.	2026-05-17T14:23:48+00:00	gemini-3-flash-preview	
ORG-C01764	מייק טאָמאַשעווסקי	Traveling Company	no_candidates			0	NEW		high	Specific troupe name (Mike Thomashefsky) with consistent Philadelphia location; no candidates found in DB.	2026-05-17T14:23:49+00:00	gemini-3-flash-preview	
ORG-C01765	חזן יאַנקל דער משוגענער	Musical organization	no_candidates			0	GENERIC		high	Name refers to a character or nickname ('Yankl the Crazy Cantor') rather than a specific musical organization.	2026-05-17T14:23:50+00:00	gemini-3-flash-preview	
ORG-C01766	רוסישער גענעראַלשע אָלגינסקאַיאָ	Theatre	no_candidates			0	DISCUSS		high	Unique name with no DB candidates; likely a specific production or obscure entity requiring manual verification.	2026-05-17T14:23:52+00:00	gemini-3-flash-preview	
ORG-C01767	טרופּע פֿון אַברהם פֿישזאָן און יעקב ספּיוואַקאָווסקי	Traveling Company	no_candidates			0	NEW		high	Specific troupe named after Fishzon and Spivakovsky; no candidates found in DB, likely a distinct historical entity.	2026-05-17T14:23:53+00:00	gemini-3-flash-preview	
ORG-C01769	ראַפֿאַלסקיס אָפּערע	Theatre	no_candidates			0	NEW		high	Specific entity (Rafalski's Opera) not found in DB; no candidates returned.	2026-05-17T14:23:54+00:00	gemini-3-flash-preview	
ORG-C01770	יונייטעד דראַמ. סוירקל	Theatre	no_candidates			0	NEW		high	Specific organization name (United Dramatic Circle) in New York with no existing DB candidates.	2026-05-17T14:23:55+00:00	gemini-3-flash-preview	
ORG-C01771	מימ'ט	Theatre	no_candidates			0	NEW		high	Acronym for Moscow Yiddish State Theatre (MIMT) in Moscow; no candidates found but entity is well-attested in cluster data.	2026-05-17T14:23:56+00:00	gemini-3-flash-preview	
ORG-C01773	רעפּערטואַר טעאַטער	Theatre	low_score	630	0.625	1	GENERIC		high	The name 'Repertoire Theatre' is a generic descriptive term for a type of theatre company, not a specific unique entity.	2026-05-17T14:23:58+00:00	gemini-3-flash-preview	
ORG-C01774	אידטעג	Traveling Company	no_candidates			0	DISCUSS		high	Acronym or obscure name with no candidates and no geographic context; requires manual identification.	2026-05-17T14:23:59+00:00	gemini-3-flash-preview	
ORG-C01775	וו. פּ. אַ-טעאַטער-פּראָיעקט	Theatre	no_candidates			0	NEW		high	Specific entity (WPA Federal Theatre Project) not in DB; name is a clear Yiddish transliteration of a known historical organization.	2026-05-17T14:24:00+00:00	gemini-3-flash-preview	
ORG-C01776	יידישער פֿאָלקסבינע	Theatre	no_candidates			0	DISCUSS		high	No candidates found for this specific entity; name is a common designation for folk stages, requiring further identification.	2026-05-17T14:24:01+00:00	gemini-3-flash-preview	
ORG-C01777	שיקאַגאַ	Journals/ Newspapers	no_candidates			0	GENERIC		high	The name is a city (Chicago) and not a specific organization; likely refers to the location of publication or a generic reference.	2026-05-17T14:24:02+00:00	gemini-3-flash-preview	
ORG-C01778	יידישע וואָרעוויל-טרופּע	Traveling Company	no_candidates			0	NEW		high	Specific traveling company in Lodz not found in DB; name is descriptive but refers to a distinct entity.	2026-05-17T14:24:03+00:00	gemini-3-flash-preview	
ORG-C01780	ניו יאָרקער פּעדאַגאָגישן סעמינאַר	Education	no_candidates			0	NEW		high	Specific educational institution in New York with no candidates in the database; likely a valid new entry.	2026-05-17T14:24:05+00:00	gemini-3-flash-preview	
ORG-C01781	שטאָטישער פאָלקס שול	Education	no_candidates			0	NEW		high	Specific educational institution in Włocławek, Poland; no candidates found in DB.	2026-05-17T14:24:06+00:00	gemini-3-flash-preview	
ORG-C01782	דער פאָנאָגראַף	Journals/ Newspapers	no_candidates			0	NEW		high	Specific newspaper title (The Phonograph) in London; no candidates found in DB.	2026-05-17T14:24:07+00:00	gemini-3-flash-preview	
ORG-C01783	יוגענד שטראַהלען	Journals/ Newspapers	no_candidates			0	NEW		high	Specific journal name not found in DB; no candidates returned. Likely a unique entity.	2026-05-17T14:24:08+00:00	gemini-3-flash-preview	
ORG-C01784	דאַנציגער לעבען	Journals/ Newspapers	low_score	425	0.600	1	NEW		high	Specific local newspaper for Danzig; candidate 'Unzer Leben' is a different publication title despite sharing the word 'Leben'.	2026-05-17T14:24:09+00:00	gemini-3-flash-preview	
ORG-C01785	דאַנציגער טאָגבלאַט	Journals/ Newspapers	no_candidates			0	NEW		high	Specific newspaper name with consistent settlement (Danzig); no candidates found in DB.	2026-05-17T14:24:10+00:00	gemini-3-flash-preview	
ORG-C01786	טעלעגראַפן-אַמט	Business	no_candidates			0	GENERIC		high	The name translates to 'Telegraph Office', a generic municipal or business entity, not a specific organization.	2026-05-17T14:24:11+00:00	gemini-3-flash-preview	
ORG-C01787	דאָס יידישע באַוועגלעכע דראַמאַטישע טעאַטער	Theatre	no_candidates			0	NEW		high	Specific theater name with settlement (Danzig) and venue details provided, but no matches found in the database.	2026-05-17T14:24:12+00:00	gemini-3-flash-preview	
ORG-C01788	דאַנציגער מאַגיסטראַט	Non-Jewish political bodies	no_candidates			0	NEW		high	Specific municipal body (Danzig Magistrate) not present in DB; name is clear and distinct from existing entries.	2026-05-17T14:24:14+00:00	gemini-3-flash-preview	
ORG-C01789	אָדעסער מוזיק-שול	Education	no_candidates			0	NEW		high	Specific educational institution in Odessa; no candidates found in DB.	2026-05-17T14:24:15+00:00	gemini-3-flash-preview	
ORG-C01790	"פאַרלאַג „טעאַטער אי איסקוסטוואָ"""	Publisher	no_candidates			0	NEW		high	Specific publisher name (Theater and Art) not found in DB; no candidates provided.	2026-05-17T14:24:16+00:00	gemini-3-flash-preview	
ORG-C01791	טעאַטער פֿון וו. פֿ. קאָמיסאַר-זשעווסקי	Theatre	no_candidates			0	NEW		high	Specific entity (Komissarzhevskaya Theatre in St. Petersburg) not found in DB; no candidates provided.	2026-05-17T14:24:17+00:00	gemini-3-flash-preview	
ORG-C01792	רוס	Journals/ Newspapers	no_candidates			0	NEW		high	Specific newspaper 'Rus' in St. Petersburg; no candidates found in DB.	2026-05-17T14:24:18+00:00	gemini-3-flash-preview	
ORG-C01793	פּועלי-ציון אָרגאַניזאַציע	Jewish political bodies	no_candidates			0	NEW		high	Specific political organization in Lowicz, Poland; no candidates found in DB.	2026-05-17T14:24:19+00:00	gemini-3-flash-preview	
ORG-C01794	יידישער פּראָווינץ-טרופּע	Traveling Company	no_candidates			0	GENERIC		high	The name translates to 'Yiddish Provincial Troupe', a generic descriptive term rather than a specific unique organization name.	2026-05-17T14:24:20+00:00	gemini-3-flash-preview	
ORG-C01795	גימפּעלס לעמבערגער יידישן טעאַטער	Theatre	no_candidates			0	NEW		high	Specific entity (Gimpel's Lemberg Yiddish Theatre) with clear location, not found in current DB candidates.	2026-05-17T14:24:21+00:00	gemini-3-flash-preview	
ORG-C01798	דייטשער גימנאַזיע	Education	no_candidates			0	NEW		high	Specific educational institution (German Gymnasium) in Lemberg; no candidates found in DB.	2026-05-17T14:24:23+00:00	gemini-3-flash-preview	
ORG-C01799	טשעכאָסלאָוואַקיישן אויטאָרן-פֿאַרבאַנד	Theatre-related Society/ Union	no_candidates			0	NEW		high	Specific organization name (Czechoslovak Authors' Union) with no candidates in DB; likely a real entity not yet cataloged.	2026-05-17T14:24:24+00:00	gemini-3-flash-preview	
ORG-C01800	"זשיטאָמירסקיס „טעאַטער"""	Theatre	no_candidates			0	NEW		high	Specific theater troupe (Zhitomirsky's) in Moscow; no candidates found in DB.	2026-05-17T14:24:26+00:00	gemini-3-flash-preview	
ORG-C01801	יידישע אָפּערעטן טעאַטער פֿון בערלין	Traveling Company	no_candidates			0	NEW		high	Specific entity name with clear location (Berlin) and activity in Portugal; no candidates found in DB.	2026-05-17T14:24:27+00:00	gemini-3-flash-preview	
ORG-C01802	החבר	Traveling Company	no_candidates			0	NEW		high	Specific organization name (He-Chaver) in Lisbon; no candidates found in DB.	2026-05-17T14:24:28+00:00	gemini-3-flash-preview	
ORG-C01803	דייטשיידישעס זינג-שפּיל טעאַטער	Theatre	no_candidates			0	NEW		high	Specific historical theatre name in Lemberg with no DB candidates; likely a unique entity not yet cataloged.	2026-05-17T14:24:29+00:00	gemini-3-flash-preview	
ORG-C01804	באָמבאַכס שענק	Theatre	no_candidates			0	NEW		high	Specific venue (Bombach's Tavern) in Lemberg; no candidates found in DB.	2026-05-17T14:24:30+00:00	gemini-3-flash-preview	
ORG-C01805	ווילנער ראַמאילעס ישיבה	Education	no_candidates			0	NEW		high	Specific historical institution (Ramailes Yeshiva in Vilna) not present in DB; no candidates found.	2026-05-17T14:24:31+00:00	gemini-3-flash-preview	
ORG-C01806	שול פֿון „מפיצי השכלה“	Education	no_candidates			0	NEW		high	Specific educational institution in Vilna with no candidates in the database; name and location are consistent.	2026-05-17T14:24:32+00:00	gemini-3-flash-preview	
ORG-C01807	דראַמאַטישער סטודיע ביי דער ווילנער „קונסט געזעלשאַפט“	Education	no_candidates			0	NEW		high	Specific educational entity in Vilna with no DB candidates; name and location are consistent and highly specific.	2026-05-17T14:24:33+00:00	gemini-3-flash-preview	
ORG-C01808	גדאַנסקער (דאַנציגער) יידישן טעאַטער-קאָלעקטיוו	Theatre	no_candidates			0	NEW		high	Specific regional theater collective in Gdansk (Danzig) not found in current database; name and location are consistent.	2026-05-17T14:24:34+00:00	gemini-3-flash-preview	
ORG-C01809	ווילנער יידישן דראַמאַטישן קאָלעקטיוו	Theatre	no_candidates			0	NEW		high	Specific organization name and location (Vilna) provided; no candidates found in DB.	2026-05-17T14:24:35+00:00	gemini-3-flash-preview	
ORG-C01811	ערשטער ווילנער יידישער דראָמאַטישער סטודיע	Education	no_candidates			0	NEW		high	Specific educational entity in Vilna with no DB candidates; name and location are consistent and distinct.	2026-05-17T14:24:36+00:00	gemini-3-flash-preview	
ORG-C01812	זאָל פֿון די האַנטווערקער	Theatre	no_candidates			0	NEW		high	Specific venue name (Handicrafts Hall) in Vilna with no DB candidates; likely a local performance space.	2026-05-17T14:24:37+00:00	gemini-3-flash-preview	
ORG-C01813	האַסיף	Journals/ Newspapers	no_candidates			0	NEW		high	Specific Hebrew-titled annual journal (Ha-Asif) not found in DB; no candidates provided.	2026-05-17T14:24:38+00:00	gemini-3-flash-preview	
ORG-C01814	דאָס יודישע וואָרט	Journals/ Newspapers	low_score	564	0.600	1	NEW		high	Specific newspaper title (Dos Yudishe Vort) in Krakow/Belgium; candidate is a different publication (Der Yudisher Pok).	2026-05-17T14:24:39+00:00	gemini-3-flash-preview	
ORG-C01815	דייטשער פּרעס-פאַרוואַלטונג	Non-Jewish political bodies	no_candidates			0	NEW		high	Specific German press administration in Warsaw; no candidates found in DB.	2026-05-17T14:24:40+00:00	gemini-3-flash-preview	
ORG-C01816	נאָוואַ גאָזעטאָ	Journals/ Newspapers	no_candidates			0	NEW		high	Specific newspaper name (Nova Gazeta) with no candidates in DB; likely a real entity not yet cataloged.	2026-05-17T14:24:41+00:00	gemini-3-flash-preview	
ORG-C01817	יידישער טעאַטער-סטודיע א'א פון דר. מ. ווייכערט	Education	no_candidates			0	NEW		high	Specific educational entity (Weichert's studio in Warsaw) with no candidates in DB; likely a distinct organization.	2026-05-17T14:24:42+00:00	gemini-3-flash-preview	
ORG-C01818	"וואַרשעווער ""יונג טעאַטער"""	Theatre	no_candidates			0	NEW		high	Specific well-known Warsaw theatre (Yung Teater) not found in DB; no candidates provided.	2026-05-17T14:24:43+00:00	gemini-3-flash-preview	
ORG-C01819	„טעאַטער פאַר יוגנט“ א'א פון קלאַראַ סעגאַלאָוויטש	Theatre	no_candidates			0	NEW		high	Specific named theater troupe under Clara Segalovitch; no candidates found in DB.	2026-05-17T14:24:44+00:00	gemini-3-flash-preview	
