cluster_id	canonical_yiddish	org_type	cluster_size	name_variants	extracted_settlements	extracted_addresses	extracted_venues	extracted_countries	candidate_db_ids	candidate_scores	candidate_methods	decision	aligned_db_id	reviewer_notes	reviewer_settlement	reviewer_address	reviewer	reviewed_at
ORG-C02001	יידישן מוזיק-פאַרלאַג אין בערלין	publisher	1	יידישן מוזיק-פאַרלאַג אין בערלין	בערלין		יידישן מוזיק-פאַרלאַג אין בערלין	דייטשלאנד										
ORG-C02002	ליטעראַטור-היסטאָרישע קורסן פֿון פּראָפ. ראַיעוו	school	1	ליטעראַטור-היסטאָרישע קורסן פֿון פּראָפ. ראַיעוו	פּעטערבורג			רוסלאַנד										
ORG-C02003	לאָזאַנער אוניווערזיטעט	school	1	לאָזאַנער אוניווערזיטעט	לאָזאַן			שווייץ	487	0.636	ipa_phonetic							
ORG-C02004	ווילנער יידישן פֿאָלקס-טעאַטער	theatre	1	ווילנער יידישן פֿאָלקס-טעאַטער	ווילנע				494 | 500 | 505 | 501 | 472	0.808 | 0.731 | 0.731 | 0.704 | 0.692	ipa_phonetic | ipa_phonetic | ipa_phonetic | ipa_phonetic | ipa_phonetic							
ORG-C02005	אילוסטרירטע וואָך	newspaper	3	אילוסטרירטע וואָך	וואַרשע				284	0.625	ipa_phonetic							
ORG-C02006	פילהאַרמאָניע	theatre	2	פילהאַרמאָניע	לאָדזש | לאָס-אַנדזשעלעס		פילהאַרמאָניע | פילהאַרמאָניק	אַמעריקע | פּוילן										
ORG-C02007	יידישן מעוטים-טעאַטער	theatre	10	דאָס יידישע מעוטים-טעאַטער | יידישן מעוטים-טעאַטער | יידישער מיעוטים-טעאַטער | יידישער מעוטים-טעאַטער	קאָוונע | ריגע		יידישן מעוטים-טעאַטער | ריגער	ליטע | לעטלאַנד	500 | 505	0.600 | 0.600	ipa_phonetic | ipa_phonetic							
ORG-C02008	אַרגענטינע	theatre	1	אַרגענטינע	בוענאָס-אַיירעס		אַרגענטינע	אַרגענטינע										
ORG-C02009	יידישן טעאַטער א'ד פֿון עבעל	theatre	1	יידישן טעאַטער א'ד פֿון עבעל	פּשעמישל		יידישן טעאַטער											
ORG-C02010	נאָרבערט גלימערס אָפּערעטן-טעאַטער	theatre	1	נאָרבערט גלימערס אָפּערעטן-טעאַטער														
ORG-C02011	מוזיקער יוניאָן	union	1	מוזיקער יוניאָן														
ORG-C02012	עדוקיישנאַל עלייענס	theatre	1	עדוקיישנאַל עלייענס														
ORG-C02013	וועלוול באַרזשערס חברותא	troupe	1	וועלוול באַרזשערס חברותא														
ORG-C02014	"וואַרשעווער קונסט-אַקאַדעמיע ""שקאָלאַ שטוק פּיענקניך"""	school	1	"וואַרשעווער קונסט-אַקאַדעמיע ""שקאָלאַ שטוק פּיענקניך"""	וואַרשע		וואַרשעווער קונסט-אַקאַדעמיע	פּוילן										
ORG-C02015	"קונסט-שול ""בצלאַל"""	school	1	"קונסט-שול ""בצלאַל"""				פּאַלעסטינע										
ORG-C02016	קיעווער קונסט-אַקאַדעמיע	school	1	קיעווער קונסט-אַקאַדעמיע	קיעוו			אוקראַינע										
ORG-C02017	סאָוויעטישן קינסטלער-פֿאַרבאַנד	union	1	סאָוויעטישן קינסטלער-פֿאַרבאַנד														
ORG-C02018	אַשכאַבאַדער מוזיי	museum	1	אַשכאַבאַדער מוזיי	אַשכאַבאַד													
ORG-C02019	ביראָבידזשאַנער געגנט-מוזיי	museum	1	ביראָבידזשאַנער געגנט-מוזיי	ביראָבידזשאַן													
ORG-C02020	פּרעס פּיעסן	publisher	1	פּרעס פּיעסן														
ORG-C02021	"אַלמאַנאַך ""יידיש"""	newspaper	1	"אַלמאַנאַך ""יידיש"""														
ORG-C02022	רוסישע גימנאַזיע	school	10	רוסישע גימנאַזיע	אָדעס | וואַרשע | וולאַצלאַוועק | קאָוונע		רוסישער גימנאַזיע	פּוילן										
ORG-C02023	יידישע נאָציאָנאַלע בינע	theatre	1	יידישע נאָציאָנאַלע בינע	וואַרשע													
ORG-C02024	פֿיינמאַן יידישע פאָלקס טעאַטער קאָמפּאַניע לימיטער	theatre	1	פֿיינמאַן יידישע פאָלקס טעאַטער קאָמפּאַניע לימיטער	לאָנדאָן		טעמפּל											
ORG-C02025	דיוקס פלייס שול	school	1	דיוקס פלייס שול														
ORG-C02026	ענגלישער ציוניסטישער פעדעראַציע	union	1	ענגלישער ציוניסטישער פעדעראַציע														
ORG-C02027	יאָרק מיניסטער מוזיק האָל	theatre	1	יאָרק מיניסטער מוזיק האָל														
ORG-C02028	קאָווענט גאָרדען	theatre	2	קאָווען גאָרדען | קאָווענט גאָרדען	לאָנדאָן		קאָווען גאָרדען | קאָווענט גאָרדען	ענגלאָנד										
ORG-C02029	פּראָגרעסיוו סיגאַרמעיקערס יוניאָן אָוו אַמעריקאַ	union	1	פּראָגרעסיוו סיגאַרמעיקערס יוניאָן אָוו אַמעריקאַ														
ORG-C02030	פֿאַראייניקטע יידישע געווערקשאַפטן	union	12	די פֿאַראייניקטע יידישע געווערקשאַפטן | פֿאַראייניקטע יידישע געווערקשאַפטן אין שיקאַגע | פֿאַראייניקטע יידישע געווערקשאַפטן | פֿאַראייניקטע יידישע געווערקשאָפֿטן	שיקאַגע | פֿילאַדעלפיע		אַמעריקע | פאַראייניקטע יידישע געווערקשאַפטן	אַמעריקע										
ORG-C02031	אייידישער קעמפער	newspaper	1	אייידישער קעמפער														
ORG-C02032	לינקער פֿוטער (פֿאַריערס) אַרבעטער-יוניאָן	union	1	לינקער פֿוטער (פֿאַריערס) אַרבעטער-יוניאָן	ניו-יאָרק													
ORG-C02033	די טריבונע	newspaper	1	די טריבונע														
ORG-C02034	אונזער וואָרט	newspaper	2	אונזער וואָרט	וויניפּעג		וויניפּעגער											
ORG-C02035	פּראָלעטפּען	union	2	פּראָלעטפּען														
ORG-C02036	סיגנאַל	newspaper	1	סיגנאַל														
ORG-C02037	יידישן פֿראַטערנאָלן פֿאָלקס-אָרדן	organization	2	יידישן פֿראַטערנאָלן פֿאָלקס-אָרדן	ניויאָרק													
ORG-C02038	יידישן מוזיק-פֿאַרבאַנד	union	1	יידישן מוזיק-פֿאַרבאַנד														
ORG-C02039	מינסקער צעך-פֿאַרוואַלטונג	union	1	מינסקער צעך-פֿאַרוואַלטונג	מינסק													
ORG-C02040	קונסט-שול	school	5	קונסט-שול	אָדעס | קיעוו		קונסט-שול											
ORG-C02041	מינסקער געזעלשאַפֿט פֿון קונסט-ליבהאָבער	theatre	1	מינסקער געזעלשאַפֿט פֿון קונסט-ליבהאָבער	מינסק													
ORG-C02042	אַדלערס טרופּע	troupe	7	אַדלערס טרופּע	לאָנדאָן | ניו יאָרק		פּרינצעסקלוב | פולס טעאַטער | רומעניען-אָפּערע-הויז	אַמעריקע | ענגלאַנד	41 | 469 | 455	0.667 | 0.667 | 0.600	ipa_phonetic | ipa_phonetic | ipa_phonetic							
ORG-C02043	לודווייג זאַצס טעאַטער	theatre	1	לודווייג זאַצס טעאַטער														
ORG-C02044	גערמאָןס פאָלקס-טעאַטער	theatre	3	גערמאַנס פֿאָלקסטעאַטער | גערמאָןס פאָלקס-טעאַטער														
ORG-C02045	בולאָווס פֿאָלקסטעאַטער	theatre	1	בולאָווס פֿאָלקסטעאַטער														
ORG-C02046	דזשעני גאָלדשטיינס טעאַטערס	theatre	1	דזשעני גאָלדשטיינס טעאַטערס														
ORG-C02047	מיכאלעסקאָס טעאַטער	theatre	1	מיכאלעסקאָס טעאַטער														
ORG-C02048	מאַלי פיקאָנס טעאַטער	theatre	1	מאַלי פיקאָנס טעאַטער														
ORG-C02049	לעאָן בלאַנק	troupe	1	לעאָן בלאַנק														
ORG-C02050	שיקאַגער מעטראָפּאָליטאָן טעאַטער	theatre	2	שיקאַגער מעטראָפּאָליטאָן טעאַטער | שיקאָנער מעטראָפּאָליטאָן-טעאַטער	שיקאַגאָ | שיקאַגער		מעטראָפּאָליטאָן-טעאַטער											
ORG-C02051	טרופּע פֿון „דראַנאָוו“	troupe	1	טרופּע פֿון „דראַנאָוו“														
ORG-C02052	טרופּע פֿון סאַנדלער	troupe	1	טרופּע פֿון סאַנדלער					483	0.611	ipa_phonetic							
ORG-C02053	טרופּע פֿון ליפּמאַן	troupe	1	טרופּע פֿון ליפּמאַן					483 | 486	0.667 | 0.625	ipa_phonetic | ipa_phonetic							
ORG-C02054	טרופּע פֿון האָרט	troupe	1	טרופּע פֿון האָרט			גאַליציע		486	0.667	ipa_phonetic							
ORG-C02055	טרופּע פֿון קאַדיש-כאַש	troupe	5	טרופּע פֿון קאַדיש-כאַש | קאַדיש-כאַש | קאדיש-כאַש טרופּע			ליטע	ליטע | פּוילן	486	0.632	ipa_phonetic							
ORG-C02056	סווערדלאָווסקער פֿילהאַרמאָניע	theatre	1	סווערדלאָווסקער פֿילהאַרמאָניע	סווערדלאָווסק				479	0.667	ipa_phonetic							
ORG-C02057	נאַציאָנאַלן מעקסיקאַנער אוניווערזיטעט	school	1	נאַציאָנאַלן מעקסיקאַנער אוניווערזיטעט	מעקסיקע סיטי													
ORG-C02058	מעקסיקאַנער בילדונגס-מיניסטעריום	publisher	1	מעקסיקאַנער בילדונגס-מיניסטעריום														
ORG-C02059	על נאַסיאָנאַל	newspaper	1	על נאַסיאָנאַל	בוענאָס-אַיירעס													
ORG-C02060	על דיאַ	newspaper	1	על דיאַ	מעקסיקע													
ORG-C02061	אינדעפּענדענט דראַמאָטיק קלוב	theatre	1	אינדעפּענדענט דראַמאָטיק קלוב														
ORG-C02062	נייטאן גאָלדבערג	troupe	2	נייטאָן גאָלדבערגס טרופּע | נייטאן גאָלדבערג	נואַרק													
ORG-C02063	"וואַרשעווער „לינת הצדק"""	organization	1	"וואַרשעווער „לינת הצדק"""	וואַרשע			פּוילן										
ORG-C02064	גרענד פּאַלע טעאַטער	theatre	2	גרענד פּאַלע טעאַטער | גרענד פּאַלעי טעאַטער	לאָנדאָן		גרענד פּאַלע | גרענד פּאַלעי טעאַטער	ענגלאַנד										
ORG-C02065	לאדזשער מוזיק-פֿאַריין „הזמיר“	theatre	1	לאדזשער מוזיק-פֿאַריין „הזמיר“	לאָדזש			פּוילן										
ORG-C02066	לאדזשער „פֿילהאַרמאָניע“-קאָנצערט-זאַל	theatre	1	לאדזשער „פֿילהאַרמאָניע“-קאָנצערט-זאַל	לאָדזש		„פֿילהאַרמאָניע“-קאָנצערט-זאַל	פּוילן										
ORG-C02067	אָפּערע פֿון טריער	theatre	1	אָפּערע פֿון טריער	טריער		אָפּערע פֿון טריער	דייטשלאַנד										
ORG-C02068	איסקראגרופּע פֿון דער רוסישער ס'ד-פּאַרטיי	party	1	איסקראגרופּע פֿון דער רוסישער ס'ד-פּאַרטיי	קיעוו			אוקראַינע										
ORG-C02069	יונגע	literary group	3	די יונגע | יונגע														
ORG-C02070	יוגנט	miscellany	1	יוגנט														
ORG-C02071	ליטעראַטור	miscellany	1	ליטעראַטור														
ORG-C02072	שריפטן	miscellany	3	שריפטן														
ORG-C02073	היאָס	organization	3	היאָס	בוקאַרעשט | שיקאַגע			אַמעריקע | רומעניע										
ORG-C02074	פֿאַרלאַג אַמעריקע	publisher	1	פֿאַרלאַג אַמעריקע	אַמעריקע													
ORG-C02075	דוד איגנאַטאָוו ליטעראַטור פֿאַנד	publisher	1	דוד איגנאַטאָוו ליטעראַטור פֿאַנד														
ORG-C02076	ציקאָ ביכער פֿאַרלאָג	publisher	1	ציקאָ ביכער פֿאַרלאָג	ניו יאָרק													
ORG-C02077	רוסישער קייזערלעכער אָפּערע	theatre	1	רוסישער קייזערלעכער אָפּערע														
ORG-C02078	„טהי קאָל“	newspaper	1	„טהי קאָל“	ניו-יאָרק			אַמעריקע										
ORG-C02079	מאַקס נ. מייזעל אידישער פערלאַג פֿאַר ליטעראַטור און ווייסענשאַפט	publisher	1	מאַקס נ. מייזעל אידישער פערלאַג פֿאַר ליטעראַטור און ווייסענשאַפט	ניו-יאָרק			אַמעריקע										
ORG-C02080	אונזער געזונד	newspaper	3	אונזער געזונד	ניו-יאָרק			אַמעריקע | אמעריקע	425	0.615	ipa_phonetic							
ORG-C02081	רעסטאָראַן פֿון דוד קישקע	theatre	1	רעסטאָראַן פֿון דוד קישקע	פֿאָלטישען		רעסטאָראַן פֿון דוד קישקע											
ORG-C02082	אברהם קאָפּקע	other	1	אברהם קאָפּקע				רומעניע										
ORG-C02083	ב. בערקאָוויץ און לואיס זעלטענער לאָדזש	union	1	ב. בערקאָוויץ און לואיס זעלטענער לאָדזש	ניו יאָרק		הר חברון-בית עולם	אַמעריקע										
ORG-C02084	יידישע פֿאָלקס-שול א'נ פֿון שמעון פֿרוג	school	1	יידישע פֿאָלקס-שול א'נ פֿון שמעון פֿרוג	ווילנע			פּויליש-ליטע										
