xml_id	person_id	heading	draft_decision	draft_aligned_db_id	draft_merge_xml_id	confidence	rationale	raw
facs_158_tr_1755156151	P-3-facs_158_tr_1755156151	פּרענאָוויץ, יוסף-שלמה	ALIGN	2698		high	Exact name match at score 1.0; unique DB candidate with no competing data or contradictions.	"{""draft_decision"": ""ALIGN"", ""draft_aligned_db_id"": ""2698"", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Exact name match at score 1.0; unique DB candidate with no competing data or contradictions.""}"
facs_160_tr_1755156219	P-3-facs_160_tr_1755156219	פרץ, יצחק לייבוש	ALIGN	3481		high	Exact name match for the canonical author I. L. Peretz; DB candidate 3481 is a perfect string match at score 1.0.	"{""draft_decision"": ""ALIGN"", ""draft_aligned_db_id"": ""3481"", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Exact name match for the canonical author I. L. Peretz; DB candidate 3481 is a perfect string match at score 1.0.""}"
facs_250_r	P-3-facs_250_r	"שמ""ר [שייקעוויטש. נחום מאיר]"	ALIGN	843		high	"Heading acronym and bracketed name match DB hebname perfectly; DB entry 843 explicitly includes the Shmer (שמ""ר) pseudonym and full name."	"{""draft_decision"": ""ALIGN"", ""draft_aligned_db_id"": ""843"", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Heading acronym and bracketed name match DB hebname perfectly; DB entry 843 explicitly includes the Shmer (שמ\""ר) pseudonym and full name.""}"
facs_263_tr_1755674223	P-3-facs_263_tr_1755674223	שאָמער אַברהם	ALIGN	2940		high	Exact name match at score 1.0; 'Shomer' is the well-known pen name/surname for the family, and no other strong candidates exist.	"{""draft_decision"": ""ALIGN"", ""draft_aligned_db_id"": ""2940"", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Exact name match at score 1.0; 'Shomer' is the well-known pen name/surname for the family, and no other strong candidates exist.""}"
facs_267_tr_1755674219	P-3-facs_267_tr_1755674219	שאַמער-באַטשעליס ראָזע	ALIGN	1211		high	Heading matches DB candidate 1211 (hebname: ראָזע שאָמער-באַטשעלעס) with phonetic identity despite minor spelling variation; daughter of writer Shomer.	"{""draft_decision"": ""ALIGN"", ""draft_aligned_db_id"": ""1211"", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Heading matches DB candidate 1211 (hebname: ראָזע שאָמער-באַטשעלעס) with phonetic identity despite minor spelling variation; daughter of writer Shomer.""}"
facs_269_tr_1755674195	P-3-facs_269_tr_1755674195	טאָמער צונזער, מרים (מיני)	ALIGN	3432		high	Heading matches DB hebname including the specific bracketed name (מיני), despite the minor Shomer/Tomer (שאָמער/טאָמער) orthographic variation.	"{""draft_decision"": ""ALIGN"", ""draft_aligned_db_id"": ""3432"", ""draft_confidence"": ""high"", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Heading matches DB hebname including the specific bracketed name (מיני), despite the minor Shomer/Tomer (שאָמער/טאָמער) orthographic variation.""}"
facs_271_tr_1755674156	P-3-facs_271_tr_1755674156	באַסענקאָ, בען	ALIGN	1231		high	Exact name match at score 1.0; no contradictory signals or competing candidates.	"{""draft_decision"": ""ALIGN"", ""draft_aligned_db_id"": ""1231"", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Exact name match at score 1.0; no contradictory signals or competing candidates.""}"
facs_271_tr_1755674157	P-3-facs_271_tr_1755674157	בירנבוים, יוסף	ALIGN	1311		high	Full name exact match to DB hebname at score 1.0; no conflicting candidates or data points.	"{""draft_decision"": ""ALIGN"", ""draft_aligned_db_id"": ""1311"", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Full name exact match to DB hebname at score 1.0; no conflicting candidates or data points.""}"
facs_272_tr_1755674155	P-3-facs_272_tr_1755674155	גולדאַן, אָלפֿדער מ. [אַב-דס-מאי גאָניאָנרסקי]	ALIGN	1937		high	Heading 'אָלפֿדער מ. גולדאַן' matches DB name 'Alfred M. Gulden' despite slight Yiddish orthography variation; unique name combination suggests identity.	"{""draft_decision"": ""ALIGN"", ""draft_aligned_db_id"": ""1937"", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Heading 'אָלפֿדער מ. גולדאַן' matches DB name 'Alfred M. Gulden' despite slight Yiddish orthography variation; unique name combination suggests identity.""}"
facs_272_tr_1755674152	P-3-facs_272_tr_1755674152	גענדעל, הירש	ALIGN	1741		high	Exact name match at score 1.0; although dates are missing, the name is sufficiently specific and there are no competing candidates.	"{""draft_decision"": ""ALIGN"", ""draft_aligned_db_id"": ""1741"", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Exact name match at score 1.0; although dates are missing, the name is sufficiently specific and there are no competing candidates.""}"
facs_272_tr_1755674151	P-3-facs_272_tr_1755674151	גרובער דזשעי(יהושע)	ALIGN	1928		high	Exact match for surname, phonetic first name, and bracketed Hebrew name (יהושע) with DB row 1928.	"{""draft_decision"": ""ALIGN"", ""draft_aligned_db_id"": ""1928"", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Exact match for surname, phonetic first name, and bracketed Hebrew name (יהושע) with DB row 1928.""}"
facs_273_tr_1755674142	P-3-facs_273_tr_1755674142	יחסן, מרדכי	ALIGN	3286		high	Exact name match at score 1.0; no conflicting candidates or data points.	"{""draft_decision"": ""ALIGN"", ""draft_aligned_db_id"": ""3286"", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Exact name match at score 1.0; no conflicting candidates or data points.""}"
facs_273_tr_1755674139	P-3-facs_273_tr_1755674139	סאָלאָוויאָוואַ, ראַאיסאַ [וואַקסמאַן]	ALIGN	3011		high	Exact name and bracketed surname match (וואַקסמאַן/וואָסמאַן orthographic variant) at score 1.0; no other viable candidates.	"{""draft_decision"": ""ALIGN"", ""draft_aligned_db_id"": ""3011"", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Exact name and bracketed surname match (וואַקסמאַן/וואָסמאַן orthographic variant) at score 1.0; no other viable candidates.""}"
facs_274_tr_1755674141	P-3-facs_274_tr_1755674141	פישמאַן, יעקב ש. ע	ALIGN	1663		medium	Heading 'יעקב פישמאַן' matches DB name; 'ש. ע.' likely initials. No dates available to confirm, but candidate is the only strong match.	"{""draft_decision"": ""ALIGN"", ""draft_aligned_db_id"": ""1663"", ""draft_merge_xml_id"": """", ""confidence"": ""medium"", ""rationale"": ""Heading 'יעקב פישמאַן' matches DB name; 'ש. ע.' likely initials. No dates available to confirm, but candidate is the only strong match.""}"
facs_274_tr_1755674150	P-3-facs_274_tr_1755674150	רעשאַווער, מאַקס	ALIGN	2162		medium	High phonetic similarity between רעשאַווער and קרעשאווער; DB 2162 is the only plausible candidate for this specific given name.	"{""draft_decision"": ""ALIGN"", ""draft_aligned_db_id"": ""2162"", ""draft_merge_xml_id"": """", ""confidence"": ""medium"", ""rationale"": ""High phonetic similarity between רעשאַווער and קרעשאווער; DB 2162 is the only plausible candidate for this specific given name.""}"
facs_274_tr_1755674144	P-3-facs_274_tr_1755674144	נייהויז, ציליע	ALIGN	2557		high	Exact name match at 1.0; DB entry 2557 specifically matches 'ציליע נייהויז' while other surname matches differ in given name.	"{""draft_decision"": ""ALIGN"", ""draft_aligned_db_id"": ""2557"", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Exact name match at 1.0; DB entry 2557 specifically matches 'ציליע נייהויז' while other surname matches differ in given name.""}"
facs_275_tr_1755674163	P-3-facs_275_tr_1755674163	שוואַרצבאַרד דוד	ALIGN	2958		high	Full name exact match to DB hebname at score 1.0; no conflicting candidates or data points.	"{""draft_decision"": ""ALIGN"", ""draft_aligned_db_id"": ""2958"", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Full name exact match to DB hebname at score 1.0; no conflicting candidates or data points.""}"
facs_275_tr_1755674154	P-3-facs_275_tr_1755674154	שומסקי, וואָלף (מאַרמאָר]	ALIGN	2956		high	Exact name and bracketed alias match at score 1.0; no other viable candidates.	"{""draft_decision"": ""ALIGN"", ""draft_aligned_db_id"": ""2956"", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Exact name and bracketed alias match at score 1.0; no other viable candidates.""}"
facs_275_tr_1755674168	P-3-facs_275_tr_1755674168	שומסקי, פעלאַ [כור-לאַנצמאַן]	ALIGN	2955		high	Exact match of heading and bracketed maiden name כור-לאַנצמאַן to DB entry 2955; score 1.000.	"{""draft_decision"": ""ALIGN"", ""draft_aligned_db_id"": ""2955"", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Exact match of heading and bracketed maiden name כור-לאַנצמאַן to DB entry 2955; score 1.000.""}"
facs_276_tr_1755674176	P-3-facs_276_tr_1755674176	שער-גרין, אסתר	ALIGN	2920		high	Exact name match in DB (score 1.0) for both surname and given name; no competing candidates or contradictions.	"{""draft_decision"": ""ALIGN"", ""draft_aligned_db_id"": ""2920"", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Exact name match in DB (score 1.0) for both surname and given name; no competing candidates or contradictions.""}"
facs_276_tr_1755674164	P-3-facs_276_tr_1755674164	פישעלזאָהן, אפֿרים-פֿישל	ALIGN	1653		high	Exact name match at score 1.0; no competing candidates or contradicting data.	"{""draft_decision"": ""ALIGN"", ""draft_aligned_db_id"": ""1653"", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Exact name match at score 1.0; no competing candidates or contradicting data.""}"
facs_276_tr_1755674177	P-3-facs_276_tr_1755674177	ליפשיץ, פֿריידעלע	ALIGN	2295		high	Exact name match at score 1.0; other DB candidates for the same surname or given name have significantly lower scores.	"{""draft_decision"": ""ALIGN"", ""draft_aligned_db_id"": ""2295"", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Exact name match at score 1.0; other DB candidates for the same surname or given name have significantly lower scores.""}"
facs_277_tr_1755674188	P-3-facs_277_tr_1755674188	סקולניק, ברכה [גאָלדמאַן]	ALIGN	2993		high	Exact match for both the heading and the bracketed birth-name (גאָלדמאַן) at score 1.0; no contradictory data.	"{""draft_decision"": ""ALIGN"", ""draft_aligned_db_id"": ""2993"", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Exact match for both the heading and the bracketed birth-name (גאָלדמאַן) at score 1.0; no contradictory data.""}"
facs_277_tr_1755674194	P-3-facs_277_tr_1755674194	ריינגלאַס, יעקב	ALIGN	2743		high	Exact name match at score 1.0; DB entry 2743 matches the heading precisely.	"{""draft_decision"": ""ALIGN"", ""draft_aligned_db_id"": ""2743"", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Exact name match at score 1.0; DB entry 2743 matches the heading precisely.""}"
facs_277_tr_1755674190	P-3-facs_277_tr_1755674190	גאָרליצקאַ-ריינגלאַס, זיסל	ALIGN	1872		high	Exact full name match (hyphenated surname) to DB hebname at score 1.0; no other viable candidates.	"{""draft_decision"": ""ALIGN"", ""draft_aligned_db_id"": ""1872"", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Exact full name match (hyphenated surname) to DB hebname at score 1.0; no other viable candidates.""}"
facs_277_tr_1755674189	P-3-facs_277_tr_1755674189	שייקעוויטש, דזשעק [יעקבן	ALIGN	2913		high	Heading 'דזשעק שייקעוויטש' and bracketed 'יעקב' match DB hebname and parenthetical exactly; score is lower only due to partial bracket in heading.	"{""draft_decision"": ""ALIGN"", ""draft_aligned_db_id"": ""2913"", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Heading 'דזשעק שייקעוויטש' and bracketed 'יעקב' match DB hebname and parenthetical exactly; score is lower only due to partial bracket in heading.""}"
facs_278_tr_1755674210	P-3-facs_278_tr_1755674210	שייקעוויטש, נינאַ [הע צאָג]	ALIGN	2914		high	Exact name match at 1.0; bracketed variant 'הע צאָג' clearly corresponds to DB parenthetical 'הערצאָג' (Herzog).	"{""draft_decision"": ""ALIGN"", ""draft_aligned_db_id"": ""2914"", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Exact name match at 1.0; bracketed variant 'הע צאָג' clearly corresponds to DB parenthetical 'הערצאָג' (Herzog).""}"
facs_278_tr_1755674211	P-3-facs_278_tr_1755674211	נוסענבוים, לייזער	ALIGN	2584		high	Full name exact match to DB hebname at score 1.0; no competing candidates or contradicting metadata.	"{""draft_decision"": ""ALIGN"", ""draft_aligned_db_id"": ""2584"", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Full name exact match to DB hebname at score 1.0; no competing candidates or contradicting metadata.""}"
facs_278_tr_1755674209	P-3-facs_278_tr_1755674209	פידלער הערמאַן [אַברהם הערש]	ALIGN	866		high	Perfect match on heading and bracketed birth-name (אברהם הערש) to DB candidate 866; other candidates score significantly lower.	"{""draft_decision"": ""ALIGN"", ""draft_aligned_db_id"": ""866"", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Perfect match on heading and bracketed birth-name (אברהם הערש) to DB candidate 866; other candidates score significantly lower.""}"
facs_279_tr_1755674208	P-3-facs_279_tr_1755674208	פינקעל, אַליעזר-דוד	ALIGN	1647		high	Exact name match at score 1.0; unique double-given name Eliezer-Dovid distinguishes this candidate from other Finkel entries in the DB.	"{""draft_decision"": ""ALIGN"", ""draft_aligned_db_id"": ""1647"", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Exact name match at score 1.0; unique double-given name Eliezer-Dovid distinguishes this candidate from other Finkel entries in the DB.""}"
facs_279_tr_1755674215	P-3-facs_279_tr_1755674215	קאָהען, טשאַרלי [שבתי)	ALIGN	1458		high	Exact match for both the stage name (Charlie Cohen) and the bracketed Hebrew name (Shabtai) at score 1.0.	"{""draft_decision"": ""ALIGN"", ""draft_aligned_db_id"": ""1458"", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Exact match for both the stage name (Charlie Cohen) and the bracketed Hebrew name (Shabtai) at score 1.0.""}"
